campaign_id,brand_name,product_category,platform,country,target_segment,start_date,end_date,ad_text,primary_call_to_action,image_path,impressions,clicks,conversions,reach,spend,revenue,currency,ctr,conversion_rate,engagement_rate,roi,is_viral
C0241,Brand_7,fashion,tiktok,US,Students,2023-06-05,2023-07-08,Discover premium fashion curated for Students. Click to explore.,Get offer,images/c0241.jpg,265306,4029,124,154108,954.08,6200,USD,0.01518623777826359,0.03077686770910896,0.01565362260936428,5.498406842193527,0
C0242,Brand_17,grocery,tiktok,EU,Gen Z - Urban,2024-12-23,2025-01-07,Top-rated grocery loved by customers like you. Check it out.,Learn more,images/c0242.jpg,219172,2401,72,157468,1206.01,2160,USD,0.010954866497545308,0.029987505206164097,0.011283375613673279,0.7910299251249989,0
C0243,Brand_18,electronics,tiktok,UK,Students,2023-11-18,2023-12-06,Upgrade your electronics game with exclusive deals for UK.,Sign up,images/c0243.jpg,150293,2057,46,98420,899.12,9200,USD,0.013686598843592183,0.02236266407389402,0.013992667655845581,9.232227066464986,0
C0244,Brand_18,electronics,youtube,UK,Students,2023-07-16,2023-08-07,New arrivals in electronics just dropped. Don't miss out!,Sign up,images/c0244.jpg,35449,132,4,22131,354.77,800,USD,0.0037236593415893257,0.030303030303030304,0.0038364975034556686,1.2549821010795728,0
C0245,Brand_8,electronics,youtube,EU,Millennial Professionals,2024-12-07,2025-01-14,New arrivals in electronics just dropped. Don't miss out!,Get offer,images/c0245.jpg,37543,438,6,28689,500.69,1200,USD,0.011666622273126814,0.0136986301369863,0.011826439016594305,1.3966925642613193,0
C0246,Brand_12,grocery,youtube,US,Gen Z - Urban,2024-08-10,2024-09-20,Upgrade your grocery game with exclusive deals for US.,Get offer,images/c0246.jpg,44951,367,15,35636,669.62,450,USD,0.008164445729794665,0.04087193460490463,0.008498142421748126,-0.32797706161703655,0
C0247,Brand_12,beauty,youtube,IN,Families,2023-03-22,2023-04-20,Upgrade your beauty game with exclusive deals for IN.,Sign up,images/c0247.jpg,158966,1443,58,97704,1763.23,2320,USD,0.00907741278009134,0.040194040194040194,0.009442270674232226,0.315767086540043,0
C0248,Brand_16,beauty,facebook,UK,Families,2024-07-29,2024-08-22,Discover premium beauty curated for Families. Click to explore.,Shop now,images/c0248.jpg,50611,818,19,25475,380.58,760,USD,0.01616249431941673,0.023227383863080684,0.01653790677915868,0.9969520206001368,0
C0249,Brand_20,grocery,facebook,SG,Gen Z - Urban,2024-11-16,2024-12-26,Discover premium grocery curated for Gen Z - Urban. Click to explore.,Learn more,images/c0249.jpg,63197,805,34,35766,377.2,1020,USD,0.01273794642150735,0.0422360248447205,0.013275946643036853,1.704135737009544,0
C0250,Brand_2,fashion,tiktok,US,Students,2023-04-13,2023-04-28,Limited time offer on our fashion collection. Shop now and save big!,Learn more,images/c0250.jpg,93555,1333,61,68132,488.17,3050,USD,0.014248303137192025,0.04576144036009002,0.014900326011437122,5.247823504107175,0
C0251,Brand_14,luxury,tiktok,EU,Millennial Professionals,2023-10-22,2023-11-18,New arrivals in luxury just dropped. Don't miss out!,Shop now,images/c0251.jpg,135470,2236,40,80756,572.22,16000,USD,0.01650549937255481,0.017889087656529516,0.016800767697645234,26.96127363601412,0
C0252,Brand_3,grocery,facebook,UK,Gen Z - Urban,2023-06-29,2023-08-01,Discover premium grocery curated for Gen Z - Urban. Click to explore.,Shop now,images/c0252.jpg,91201,767,35,57900,460.65,1050,USD,0.00840999550443526,0.04563233376792699,0.008793763226280414,1.2793878215564964,0
C0253,Brand_13,luxury,facebook,EU,Families,2023-02-08,2023-02-15,New arrivals in luxury just dropped. Don't miss out!,Shop now,images/c0253.jpg,187170,2475,4,174075,1034.33,1600,USD,0.013223272960410322,0.0016161616161616162,0.013244643906608965,0.5468950915085129,0
C0254,Brand_11,electronics,tiktok,EU,HNI / Affluent,2024-06-20,2024-07-28,Discover premium electronics curated for HNI / Affluent. Click to explore.,Get offer,images/c0254.jpg,100959,1905,50,74519,424.8,10000,USD,0.018869045850295665,0.026246719160104987,0.01936429639754752,22.540489642184557,1
C0255,Brand_9,beauty,instagram,US,Millennial Professionals,2024-04-14,2024-05-07,Discover premium beauty curated for Millennial Professionals. Click to explore.,Shop now,images/c0255.jpg,46659,430,20,36526,448.27,800,USD,0.009215799738528473,0.046511627906976744,0.009644441586832123,0.784638722198675,0
C0256,Brand_11,electronics,google_ads,EU,Millennial Professionals,2023-06-29,2023-07-31,Upgrade your electronics game with exclusive deals for EU.,Sign up,images/c0256.jpg,90186,1480,36,66689,530.21,7200,USD,0.016410529350453507,0.024324324324324326,0.016809704388707783,12.579525093830746,0
C0257,Brand_3,luxury,instagram,SG,Millennial Professionals,2024-05-03,2024-05-30,Discover premium luxury curated for Millennial Professionals. Click to explore.,Shop now,images/c0257.jpg,142566,1237,12,79126,1121.39,4800,USD,0.008676683080117278,0.009700889248181084,0.008760854621719064,3.280402001087935,0
C0258,Brand_9,luxury,facebook,AE,Families,2023-12-04,2023-12-30,Top-rated luxury loved by customers like you. Check it out.,Shop now,images/c0258.jpg,56785,606,14,37480,220.34,5600,USD,0.010671832350092454,0.0231023102310231,0.010918376331777759,24.415267314150856,0
C0259,Brand_9,electronics,facebook,IN,Gen Z - Urban,2024-04-21,2024-05-17,Discover premium electronics curated for Gen Z - Urban. Click to explore.,Get offer,images/c0259.jpg,11543,95,2,9426,114.56,400,USD,0.008230096162176211,0.021052631578947368,0.008403361344537815,2.4916201117318435,0
C0260,Brand_17,electronics,instagram,EU,Families,2024-01-12,2024-02-02,Discover premium electronics curated for Families. Click to explore.,Learn more,images/c0260.jpg,31068,516,20,22320,241.14,4000,USD,0.01660872923908845,0.03875968992248062,0.017252478434401957,15.587874263913081,0
C0261,Brand_16,beauty,tiktok,EU,HNI / Affluent,2024-01-18,2024-02-20,Top-rated beauty loved by customers like you. Check it out.,Get offer,images/c0261.jpg,374752,6551,228,238912,1439.04,9120,USD,0.017480894031252667,0.03480384674095558,0.01808929638801127,5.337558372248165,0
C0262,Brand_18,beauty,facebook,EU,HNI / Affluent,2023-03-25,2023-05-04,Upgrade your beauty game with exclusive deals for EU.,Sign up,images/c0262.jpg,186127,2250,100,121853,1079.99,4000,USD,0.012088520203946768,0.044444444444444446,0.012625787768566625,2.7037379975740516,0
C0263,Brand_3,grocery,instagram,IN,HNI / Affluent,2024-06-01,2024-06-20,Top-rated grocery loved by customers like you. Check it out.,Learn more,images/c0263.jpg,109898,1026,32,72183,535.03,960,USD,0.009335929680248958,0.031189083820662766,0.009627108773590055,0.7942919088649235,0
C0264,Brand_6,electronics,google_ads,AE,Gen Z - Urban,2024-11-27,2024-12-17,Top-rated electronics loved by customers like you. Check it out.,Get offer,images/c0264.jpg,111505,1887,72,85087,674.14,14400,USD,0.01692300793686382,0.03815580286168521,0.017568718891529528,20.360548254071855,0
C0265,Brand_3,grocery,tiktok,IN,Students,2023-05-16,2023-06-24,Upgrade your grocery game with exclusive deals for IN.,Get offer,images/c0265.jpg,208515,2937,152,169885,910.13,4560,USD,0.014085317603050141,0.05175348995573715,0.014814281946142963,4.010273257666487,0
C0266,Brand_19,fashion,google_ads,AE,Families,2023-01-23,2023-02-24,New arrivals in fashion just dropped. Don't miss out!,Shop now,images/c0266.jpg,9861,201,2,5798,93.62,100,USD,0.020383328262853665,0.009950248756218905,0.020586147449548727,0.06814783165990168,1
C0267,Brand_7,grocery,instagram,IN,Students,2023-12-19,2023-12-30,Top-rated grocery loved by customers like you. Check it out.,Shop now,images/c0267.jpg,91864,1048,38,73794,635.9,1140,USD,0.011408168597056519,0.03625954198473282,0.0118218235652704,0.7927347067148923,0
C0268,Brand_3,luxury,instagram,US,Students,2023-07-04,2023-07-19,Upgrade your luxury game with exclusive deals for US.,Sign up,images/c0268.jpg,71350,850,27,29451,672.31,10800,USD,0.011913104414856343,0.03176470588235294,0.012291520672740013,15.06401808689444,0
C0269,Brand_13,luxury,tiktok,AE,Gen Z - Urban,2024-11-30,2025-01-10,Discover premium luxury curated for Gen Z - Urban. Click to explore.,Sign up,images/c0269.jpg,206741,2420,45,152053,1167.07,18000,USD,0.01170546722711025,0.01859504132231405,0.011923130873895358,14.4232393943808,0
C0270,Brand_4,beauty,google_ads,AE,HNI / Affluent,2023-05-11,2023-06-01,Limited time offer on our beauty collection. Shop now and save big!,Shop now,images/c0270.jpg,54256,942,25,36874,463.75,1000,USD,0.017362135063403127,0.02653927813163482,0.01782291359480979,1.15633423180593,0
C0271,Brand_10,luxury,google_ads,AE,HNI / Affluent,2024-01-24,2024-02-14,Discover premium luxury curated for HNI / Affluent. Click to explore.,Get offer,images/c0271.jpg,82015,2026,19,54918,625.97,7600,USD,0.0247027982686094,0.009378084896347482,0.024934463207949766,11.141156924453247,1
C0272,Brand_12,beauty,youtube,SG,Gen Z - Urban,2023-02-02,2023-03-07,Top-rated beauty loved by customers like you. Check it out.,Shop now,images/c0272.jpg,32148,328,10,25345,642.97,400,USD,0.01020281199452532,0.03048780487804878,0.010513873335821823,-0.3778869931723098,0
C0273,Brand_8,beauty,instagram,IN,HNI / Affluent,2023-02-04,2023-03-11,Top-rated beauty loved by customers like you. Check it out.,Shop now,images/c0273.jpg,89144,908,39,61424,526.4,1560,USD,0.01018576684914296,0.042951541850220265,0.01062326124024051,1.9635258358662613,0
C0274,Brand_8,fashion,tiktok,AE,Millennial Professionals,2024-07-06,2024-07-26,Limited time offer on our fashion collection. Shop now and save big!,Learn more,images/c0274.jpg,42536,675,11,24439,177.45,550,USD,0.015868911040060184,0.016296296296296295,0.01612751551626857,2.0994646379261765,0
C0275,Brand_17,electronics,facebook,EU,HNI / Affluent,2023-11-23,2024-01-05,Top-rated electronics loved by customers like you. Check it out.,Sign up,images/c0275.jpg,112915,1022,16,69912,632.95,3200,USD,0.009051056104149139,0.015655577299412915,0.009192755612628969,4.055691602812228,0
C0276,Brand_8,electronics,facebook,EU,HNI / Affluent,2023-08-15,2023-09-17,New arrivals in electronics just dropped. Don't miss out!,Sign up,images/c0276.jpg,54122,376,7,44102,286.32,1400,USD,0.006947267285022727,0.018617021276595744,0.007076604707882192,3.8896339759709417,0
C0277,Brand_2,grocery,google_ads,EU,Millennial Professionals,2024-10-03,2024-11-06,Top-rated grocery loved by customers like you. Check it out.,Get offer,images/c0277.jpg,144696,3680,144,106778,1027.72,4320,USD,0.025432631171559684,0.0391304347826087,0.02642782108696854,3.2034795469583153,1
C0278,Brand_2,electronics,tiktok,UK,Families,2024-12-14,2025-01-16,Upgrade your electronics game with exclusive deals for UK.,Learn more,images/c0278.jpg,43078,340,3,34048,194.2,600,USD,0.007892659826361484,0.008823529411764706,0.007962300942476437,2.0895983522142125,0
C0279,Brand_10,luxury,facebook,UK,Students,2023-09-04,2023-09-25,New arrivals in luxury just dropped. Don't miss out!,Learn more,images/c0279.jpg,191399,1946,16,160722,702.16,6400,USD,0.010167242253094321,0.008221993833504625,0.01025083725620301,8.11473168508602,0
C0280,Brand_15,fashion,google_ads,AE,Students,2024-07-24,2024-09-02,Discover premium fashion curated for Students. Click to explore.,Get offer,images/c0280.jpg,72075,1337,27,44692,716.31,1350,USD,0.018550121401318072,0.02019446522064323,0.0189247311827957,0.8846588767433096,0
C0281,Brand_8,electronics,facebook,US,Gen Z - Urban,2024-04-05,2024-05-05,Limited time offer on our electronics collection. Shop now and save big!,Learn more,images/c0281.jpg,125068,1442,33,83039,494.13,6600,USD,0.011529727828061534,0.02288488210818308,0.01179358429014616,12.356808936919434,0
C0282,Brand_2,electronics,tiktok,EU,HNI / Affluent,2024-09-09,2024-09-18,Limited time offer on our electronics collection. Shop now and save big!,Learn more,images/c0282.jpg,95267,1377,71,65945,390.19,14200,USD,0.014454113176650886,0.05156136528685548,0.015199386986049734,35.39252671775289,0
C0283,Brand_19,grocery,facebook,AE,Millennial Professionals,2023-12-07,2024-01-02,Limited time offer on our grocery collection. Shop now and save big!,Learn more,images/c0283.jpg,82202,681,14,68305,562.38,420,USD,0.008284469964234447,0.020558002936857563,0.008454782122089487,-0.25317401045556387,0
C0284,Brand_7,fashion,tiktok,SG,HNI / Affluent,2024-12-21,2025-01-10,Upgrade your fashion game with exclusive deals for SG.,Learn more,images/c0284.jpg,136685,1866,79,110442,465.45,3950,USD,0.013651827193913012,0.04233654876741694,0.014229798441672459,7.486411000107424,0
C0285,Brand_18,electronics,youtube,AE,Students,2024-06-30,2024-07-29,New arrivals in electronics just dropped. Don't miss out!,Sign up,images/c0285.jpg,66460,662,18,53052,684.77,3600,USD,0.009960878724044537,0.027190332326283987,0.01023171832681312,4.257239657111147,0
C0286,Brand_12,grocery,tiktok,AE,Gen Z - Urban,2024-04-25,2024-05-22,Discover premium grocery curated for Gen Z - Urban. Click to explore.,Sign up,images/c0286.jpg,51599,626,27,34036,281.56,810,USD,0.01213201806236555,0.04313099041533546,0.012655284017132114,1.8768290950419095,0
C0287,Brand_11,luxury,instagram,UK,Millennial Professionals,2023-05-30,2023-06-07,New arrivals in luxury just dropped. Don't miss out!,Get offer,images/c0287.jpg,197911,2518,50,142328,1799.73,20000,USD,0.012722890592235903,0.019857029388403495,0.012975529404631375,10.112778027815283,0
C0288,Brand_10,beauty,facebook,US,Millennial Professionals,2024-01-24,2024-03-07,Discover premium beauty curated for Millennial Professionals. Click to explore.,Get offer,images/c0288.jpg,59754,563,25,44387,452.03,1000,USD,0.009421963383204472,0.04440497335701599,0.009840345416206446,1.2122425502732121,0
C0289,Brand_18,electronics,youtube,AE,Students,2024-04-16,2024-05-03,New arrivals in electronics just dropped. Don't miss out!,Learn more,images/c0289.jpg,191077,1870,42,118365,1449.85,8400,USD,0.009786630520680144,0.022459893048128343,0.01000643719547617,4.793702796841052,0
C0290,Brand_5,grocery,tiktok,SG,HNI / Affluent,2024-10-19,2024-10-29,Top-rated grocery loved by customers like you. Check it out.,Shop now,images/c0290.jpg,75112,1423,55,61140,501.85,1650,USD,0.018945042070508043,0.03865073787772312,0.019677281925657684,2.2878350104612935,1
C0291,Brand_3,fashion,instagram,AE,Millennial Professionals,2024-10-07,2024-10-28,Limited time offer on our fashion collection. Shop now and save big!,Learn more,images/c0291.jpg,6360,95,3,4135,50.0,150,USD,0.014937106918238994,0.031578947368421054,0.015408805031446541,2.0,0
C0292,Brand_1,beauty,google_ads,AE,Families,2023-03-03,2023-04-09,Upgrade your beauty game with exclusive deals for AE.,Shop now,images/c0292.jpg,40646,765,19,26961,360.23,760,USD,0.018821040200757762,0.02483660130718954,0.01928849087241057,1.1097632068400742,1
C0293,Brand_1,grocery,google_ads,AE,Gen Z - Urban,2023-01-18,2023-02-27,New arrivals in grocery just dropped. Don't miss out!,Sign up,images/c0293.jpg,235476,5588,217,129077,2134.28,6510,USD,0.02373065620275527,0.03883321403006442,0.024652193854150743,2.050208969769664,1
C0294,Brand_1,grocery,tiktok,SG,Gen Z - Urban,2023-04-09,2023-05-19,Discover premium grocery curated for Gen Z - Urban. Click to explore.,Learn more,images/c0294.jpg,141242,1619,83,103450,912.33,2490,USD,0.011462596111638182,0.051266213712168,0.01205024001359369,1.7292755910690212,0
C0295,Brand_7,grocery,google_ads,US,Families,2023-10-01,2023-11-02,Limited time offer on our grocery collection. Shop now and save big!,Sign up,images/c0295.jpg,64424,1389,48,42506,511.17,1440,USD,0.02156028809139451,0.03455723542116631,0.022305352042717,1.8170667292681493,1
C0296,Brand_13,luxury,google_ads,SG,Millennial Professionals,2023-11-04,2023-11-16,Limited time offer on our luxury collection. Shop now and save big!,Shop now,images/c0296.jpg,160737,2732,22,143681,1298.46,8800,USD,0.016996708909585222,0.008052708638360176,0.017133578454245135,5.777259214762102,0
C0297,Brand_13,luxury,tiktok,UK,Students,2023-02-27,2023-03-06,Discover premium luxury curated for Students. Click to explore.,Shop now,images/c0297.jpg,121477,2065,5,93824,581.29,2000,USD,0.016999102710801222,0.002421307506053269,0.017040262765791056,2.4406234409675034,0
C0298,Brand_16,luxury,youtube,UK,Gen Z - Urban,2024-06-24,2024-07-03,Discover premium luxury curated for Gen Z - Urban. Click to explore.,Learn more,images/c0298.jpg,109057,829,4,97059,1166.99,1600,USD,0.007601529475411941,0.0048250904704463205,0.007638207542844567,0.3710485951036427,0
C0299,Brand_19,luxury,youtube,IN,Gen Z - Urban,2024-12-01,2024-12-25,Top-rated luxury loved by customers like you. Check it out.,Shop now,images/c0299.jpg,107226,837,10,77770,1381.91,4000,USD,0.007805942588551284,0.011947431302270013,0.007899203551377465,1.8945445072399794,0
C0300,Brand_6,electronics,instagram,SG,HNI / Affluent,2023-05-28,2023-06-29,Limited time offer on our electronics collection. Shop now and save big!,Sign up,images/c0300.jpg,35183,497,7,25298,216.58,1400,USD,0.014126140465565757,0.014084507042253521,0.01432510019043288,5.464124111182935,0
C0301,Brand_6,grocery,facebook,UK,Students,2024-11-24,2025-01-04,New arrivals in grocery just dropped. Don't miss out!,Get offer,images/c0301.jpg,110013,926,43,86785,653.59,1290,USD,0.008417187059711125,0.04643628509719223,0.008808049957732269,0.9737144081151792,0
C0302,Brand_5,fashion,google_ads,EU,Families,2023-02-24,2023-03-09,Upgrade your fashion game with exclusive deals for EU.,Learn more,images/c0302.jpg,71685,1385,36,63356,547.14,1800,USD,0.01932063890632629,0.025992779783393503,0.01982283601869289,2.2898344116679463,1
C0303,Brand_3,electronics,google_ads,UK,HNI / Affluent,2024-02-11,2024-03-09,Limited time offer on our electronics collection. Shop now and save big!,Sign up,images/c0303.jpg,81933,1830,55,44191,738.77,11000,USD,0.022335322763721577,0.030054644808743168,0.023006602956073867,13.889613817561623,1
C0304,Brand_15,luxury,facebook,US,HNI / Affluent,2024-01-20,2024-02-23,Discover premium luxury curated for HNI / Affluent. Click to explore.,Get offer,images/c0304.jpg,47011,455,6,40949,211.04,2400,USD,0.009678585862883156,0.013186813186813187,0.009806215566569526,10.372251705837757,0
C0305,Brand_3,grocery,youtube,SG,Gen Z - Urban,2023-03-26,2023-04-19,Discover premium grocery curated for Gen Z - Urban. Click to explore.,Get offer,images/c0305.jpg,70811,813,34,52028,685.91,1020,USD,0.011481267034782732,0.041820418204182044,0.011961418423691235,0.4870755638494847,0
C0306,Brand_5,luxury,youtube,US,Gen Z - Urban,2023-04-04,2023-04-11,New arrivals in luxury just dropped. Don't miss out!,Get offer,images/c0306.jpg,86283,86,1,69035,1029.73,400,USD,0.0009967200954996928,0.011627906976744186,0.0010083098640520148,-0.6115486583861789,0
C0307,Brand_12,electronics,instagram,SG,Gen Z - Urban,2023-07-11,2023-08-14,Upgrade your electronics game with exclusive deals for SG.,Get offer,images/c0307.jpg,23351,296,12,18414,287.05,2400,USD,0.012676116654532997,0.04054054054054054,0.013190013275662712,7.360912732973349,0
C0308,Brand_4,fashion,instagram,US,HNI / Affluent,2023-04-06,2023-05-21,Top-rated fashion loved by customers like you. Check it out.,Sign up,images/c0308.jpg,38267,467,6,29626,180.94,300,USD,0.012203726448375885,0.01284796573875803,0.012360519507669794,0.658008179507019,0
C0309,Brand_13,fashion,youtube,AE,Students,2023-03-28,2023-05-09,Discover premium fashion curated for Students. Click to explore.,Learn more,images/c0309.jpg,33702,284,12,25021,533.81,600,USD,0.008426799596463117,0.04225352112676056,0.00878286155124325,0.12399542908525517,0
C0310,Brand_13,beauty,facebook,US,Families,2023-10-02,2023-11-09,Discover premium beauty curated for Families. Click to explore.,Shop now,images/c0310.jpg,106144,825,17,76366,698.41,680,USD,0.007772460054265903,0.020606060606060607,0.007932619837202292,-0.02635987457224262,0
C0311,Brand_6,luxury,youtube,AE,Families,2024-05-10,2024-05-21,New arrivals in luxury just dropped. Don't miss out!,Sign up,images/c0311.jpg,30758,55,1,20853,388.07,400,USD,0.0017881526757266403,0.01818181818181818,0.0018206645425580337,0.030741876465586123,0
C0312,Brand_8,luxury,google_ads,UK,Millennial Professionals,2024-04-13,2024-04-26,Discover premium luxury curated for Millennial Professionals. Click to explore.,Sign up,images/c0312.jpg,28858,550,4,15994,235.63,1600,USD,0.0190588398364405,0.007272727272727273,0.019197449580705524,5.790306836990196,1
C0313,Brand_1,luxury,youtube,UK,Students,2023-12-04,2024-01-08,New arrivals in luxury just dropped. Don't miss out!,Get offer,images/c0313.jpg,88043,656,4,64952,824.31,1600,USD,0.007450904671580932,0.006097560975609756,0.007496337017139352,0.9410173357110797,0
C0314,Brand_20,beauty,youtube,US,HNI / Affluent,2024-12-12,2024-12-31,Upgrade your beauty game with exclusive deals for US.,Sign up,images/c0314.jpg,41004,460,16,25438,556.98,640,USD,0.011218417715344844,0.034782608695652174,0.011608623548922056,0.14905382599016118,0
C0315,Brand_6,luxury,youtube,US,Students,2024-08-12,2024-09-03,New arrivals in luxury just dropped. Don't miss out!,Get offer,images/c0315.jpg,40811,105,0,22390,619.93,0,USD,0.002572835755066036,0.0,0.002572835755066036,-1.0,0
C0316,Brand_9,luxury,youtube,IN,HNI / Affluent,2023-07-24,2023-09-06,Top-rated luxury loved by customers like you. Check it out.,Learn more,images/c0316.jpg,71597,456,7,56713,793.98,2800,USD,0.006368981940584103,0.015350877192982455,0.0064667514001983326,2.526537192372604,0
C0317,Brand_18,fashion,tiktok,EU,Millennial Professionals,2024-03-24,2024-04-18,Limited time offer on our fashion collection. Shop now and save big!,Get offer,images/c0317.jpg,44433,379,8,27143,238.16,400,USD,0.008529696396822183,0.021108179419525065,0.00870974275876038,0.6795431642593215,0
C0318,Brand_16,beauty,youtube,SG,Families,2024-11-05,2024-11-21,Upgrade your beauty game with exclusive deals for SG.,Get offer,images/c0318.jpg,33104,248,11,24867,549.39,440,USD,0.007491541807636539,0.04435483870967742,0.007823827936201063,-0.19911174211398094,0
C0319,Brand_3,luxury,google_ads,AE,HNI / Affluent,2024-02-15,2024-03-27,Top-rated luxury loved by customers like you. Check it out.,Get offer,images/c0319.jpg,192305,4254,73,134975,1643.04,29200,USD,0.022121109695535737,0.017160319699106724,0.02250071501001014,16.77193494984906,1
C0320,Brand_18,fashion,youtube,EU,HNI / Affluent,2024-08-31,2024-09-12,Limited time offer on our fashion collection. Shop now and save big!,Learn more,images/c0320.jpg,107836,621,8,76114,1257.68,400,USD,0.005758744760562335,0.01288244766505636,0.005832931488556697,-0.6819540741683099,0
C0321,Brand_12,beauty,google_ads,IN,HNI / Affluent,2024-10-22,2024-11-23,New arrivals in beauty just dropped. Don't miss out!,Get offer,images/c0321.jpg,44935,920,22,31871,434.0,880,USD,0.02047401802603761,0.02391304347826087,0.020963614109268943,1.0276497695852536,1
C0322,Brand_4,fashion,instagram,US,Millennial Professionals,2024-06-06,2024-07-16,Top-rated fashion loved by customers like you. Check it out.,Learn more,images/c0322.jpg,137245,1995,96,102535,1167.86,4800,USD,0.014536048672082772,0.0481203007518797,0.015235527705927357,3.110081687873547,0
C0323,Brand_15,electronics,tiktok,AE,HNI / Affluent,2024-12-08,2025-01-16,Discover premium electronics curated for HNI / Affluent. Click to explore.,Sign up,images/c0323.jpg,52663,1009,17,33332,210.63,3400,USD,0.01915956174164024,0.01684836471754212,0.019482369025691663,15.142050040355125,1
C0324,Brand_1,luxury,instagram,US,Students,2023-03-29,2023-04-12,Discover premium luxury curated for Students. Click to explore.,Sign up,images/c0324.jpg,99108,983,1,51344,620.35,400,USD,0.009918472777172378,0.001017293997965412,0.009928562779997579,-0.3552027081486258,0
C0325,Brand_10,electronics,tiktok,SG,HNI / Affluent,2024-05-09,2024-06-07,Upgrade your electronics game with exclusive deals for SG.,Shop now,images/c0325.jpg,222364,2607,41,180708,883.71,8200,USD,0.011724020075192028,0.015726889144610665,0.011908402439243763,8.279062135768521,0
C0326,Brand_15,luxury,youtube,IN,Families,2023-02-15,2023-03-01,Limited time offer on our luxury collection. Shop now and save big!,Sign up,images/c0326.jpg,17948,120,1,10832,237.1,400,USD,0.006685981724983285,0.008333333333333333,0.006741698239358146,0.6870518768452131,0
C0327,Brand_4,beauty,facebook,UK,Millennial Professionals,2024-07-19,2024-08-05,New arrivals in beauty just dropped. Don't miss out!,Get offer,images/c0327.jpg,61273,303,8,41609,396.07,320,USD,0.004945081846816706,0.026402640264026403,0.005075645063894374,-0.19206200924079075,0
C0328,Brand_15,beauty,tiktok,EU,Millennial Professionals,2023-07-10,2023-08-13,Upgrade your beauty game with exclusive deals for EU.,Shop now,images/c0328.jpg,218897,2980,102,194629,779.61,4080,USD,0.013613708730590186,0.03422818791946309,0.014079681311301662,4.233385923731096,0
C0329,Brand_20,beauty,tiktok,UK,Students,2024-02-03,2024-02-10,Discover premium beauty curated for Students. Click to explore.,Learn more,images/c0329.jpg,31716,434,14,22221,139.53,560,USD,0.013683945011981334,0.03225806451612903,0.01412536259301299,3.0134738049165057,0
C0330,Brand_9,fashion,google_ads,IN,HNI / Affluent,2023-07-11,2023-08-10,New arrivals in fashion just dropped. Don't miss out!,Learn more,images/c0330.jpg,76211,1443,41,39600,699.83,2050,USD,0.01893427457978507,0.028413028413028413,0.019472254661400585,1.92928282582913,1
C0331,Brand_15,fashion,youtube,EU,Students,2024-06-24,2024-07-21,Top-rated fashion loved by customers like you. Check it out.,Get offer,images/c0331.jpg,79897,613,21,58881,772.24,1050,USD,0.007672378186915654,0.03425774877650897,0.007935216591361378,0.35968092820884695,0
C0332,Brand_20,luxury,google_ads,IN,Families,2023-12-27,2024-02-01,Top-rated luxury loved by customers like you. Check it out.,Learn more,images/c0332.jpg,13576,223,6,9752,157.51,2400,USD,0.016426045963464937,0.026905829596412557,0.016868002357100766,14.237127801409434,0
C0333,Brand_10,grocery,google_ads,IN,Millennial Professionals,2023-11-17,2023-12-01,Discover premium grocery curated for Millennial Professionals. Click to explore.,Sign up,images/c0333.jpg,59708,1053,35,38555,905.11,1050,USD,0.01763582769478127,0.03323836657169991,0.018222013800495745,0.16007999027742484,0
C0334,Brand_4,beauty,youtube,EU,Millennial Professionals,2024-06-07,2024-07-08,Upgrade your beauty game with exclusive deals for EU.,Learn more,images/c0334.jpg,40145,380,16,28346,568.96,640,USD,0.009465686885041723,0.042105263157894736,0.00986424212230664,0.12485939257592794,0
C0335,Brand_19,luxury,tiktok,SG,Students,2024-10-12,2024-11-22,Discover premium luxury curated for Students. Click to explore.,Learn more,images/c0335.jpg,17969,133,1,10926,59.17,400,USD,0.007401636151149201,0.007518796992481203,0.007457287550781902,5.760182524928172,0
C0336,Brand_16,electronics,facebook,SG,Families,2024-04-06,2024-04-16,New arrivals in electronics just dropped. Don't miss out!,Shop now,images/c0336.jpg,255573,1577,31,167453,953.19,6200,USD,0.006170448365046386,0.019657577679137603,0.006291744433097393,5.504474448955611,0
C0337,Brand_16,beauty,facebook,AE,HNI / Affluent,2024-06-01,2024-07-09,Upgrade your beauty game with exclusive deals for AE.,Get offer,images/c0337.jpg,53540,709,25,39982,279.7,1000,USD,0.01324243556219649,0.03526093088857546,0.013709376167351513,2.575259206292456,0
C0338,Brand_14,luxury,tiktok,SG,Gen Z - Urban,2024-08-01,2024-08-09,Discover premium luxury curated for Gen Z - Urban. Click to explore.,Sign up,images/c0338.jpg,90793,1599,21,57512,503.24,8400,USD,0.01761148987256727,0.013133208255159476,0.017842785236747326,15.691836896908036,0
C0339,Brand_2,electronics,facebook,UK,Families,2023-06-22,2023-07-28,Top-rated electronics loved by customers like you. Check it out.,Get offer,images/c0339.jpg,35184,164,5,24447,152.53,1000,USD,0.004661209640745794,0.03048780487804878,0.004803319690768531,5.556087327083197,0
C0340,Brand_18,grocery,instagram,UK,Gen Z - Urban,2023-10-02,2023-11-12,New arrivals in grocery just dropped. Don't miss out!,Shop now,images/c0340.jpg,28215,133,8,20428,224.85,240,USD,0.0047138047138047135,0.06015037593984962,0.004997341839447103,0.06737825216811211,0
